Camel Project ID,Type,Assignee,Reporter,Affected Versions,Fix Versions,Created Date,Created Epoch,Updated Date,Resolution Date,Description,Comments
21373,Improvement,Andrea Cosentino,Andrea Cosentino,None,4.9.0,2024-10-22T13:03:58+0000,1729602238,2024-10-23T07:09:25+0000,2024-10-23T07:09:25+0000,No description available,No comments found
21372,Bug,Claus Ibsen,Salvatore Mongiardo,4.8.0,"4.8.2,4.9.0",2024-10-22T12:27:06+0000,1729600026,2024-10-23T14:30:41+0000,2024-10-23T14:30:41+0000,"The export/run command doesn't work when a ""custom"" camel-version is set:
camel config set deps=org.apache.camel.springboot:camel-timer-starter,camel:management,camel:cli-connector
camel config set runtime=spring-boot
camel config set gav=com.foo:acme:1.0-SNAPSHOT
camel config set camel-version=4.8.x-y
camel config set additional-properties=openshift-maven-plugin-version=1.17.0.y
camel config set camel-spring-boot-version=4.8.0.y
camel init test.yaml --directory=app
Executing:
This exception is raised.
The same happens with:
If we unset the camel-version:
camel config unset camel-version
then
works fine.
I guess the issue could be the way how the method Run.runCustomCamelVersion is called, basically loosing every previous relationship with the spec object",No comments found
21371,Improvement,Claus Ibsen,Claus Ibsen,None,"4.8.2,4.9.0",2024-10-22T11:33:29+0000,1729596809,2024-11-14T15:52:45+0000,2024-10-22T11:56:39+0000,We have BufferedReader but we need for plain Reader,No comments found
21370,Task,Unassigned,Aurélien Pupier,4.x,None,2024-10-22T09:25:12+0000,1729589112,2025-01-08T14:43:46+0000,2025-01-08T14:43:46+0000,"it regularly fails build on CI (failed 2 out the last 5 builds). it seems somethign which happens regularly since several years https://camel.zulipchat.com/#narrow/channel/364655-camel-core-dev/topic/Build.20failure.20Could.20not.20parse.20metadata.20on.20Jenkins.20CI/near/477219535
It sounds an issue with the infrastructure.
Are there ways to access the mentioned files on Jenkins to check their content? It might help on investigation to detect what is the root issue.
i suspect that one file was badly downloaded and contains completely unrelated content. This could help report back to correct infra problem.",No comments found
21369,Improvement,Gaelle Fournier,Gaelle Fournier,4.x,"4.8.2,4.9.0",2024-10-22T09:16:16+0000,1729588576,2024-11-27T09:12:04+0000,2024-11-27T09:11:56+0000,"In Kubernetes plugin, Route trait (service exposure) are only available through the generated openshift manifest.
To leverage quarkus cloud readyness we should add for quarkus runtime cases the use of  openshift: https://quarkus.io/guides/deploying-to-openshift#exposing_routes",No comments found
21368,Bug,Unassigned,Claude Mamo,"4.8.0,4.9.0",4.x,2024-10-21T12:07:47+0000,1729512467,2025-01-06T14:03:16+0000,,"When generating REST routes from the attached OpenAPI spec using Camel JBang, I get the following error:
In version 4.5.0, I was able to generate the routes but something broke in 4.8.0. The command I'm running is: jbang ""-Dcamel.jbang.version=4.8.0"" camel@apache/camel generate rest --input us-core-server.openapi.json --output api.yaml . I've observed that the command works when there's a single path in the spec.",No comments found
21367,Dependency upgrade,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-21T11:52:59+0000,1729511579,2024-12-17T11:04:28+0000,2024-10-22T07:41:06+0000,They did breaking API changes from RC4 to 2.0.1.,No comments found
21366,Dependency upgrade,Claus Ibsen,Claus Ibsen,None,"4.8.2,4.9.0",2024-10-20T07:16:08+0000,1729408568,2024-10-28T09:44:49+0000,2024-10-28T09:44:49+0000,No description available,No comments found
21365,Bug,Gaelle Fournier,Christoph Deppisch,4.8.0,4.x,2024-10-18T09:22:40+0000,1729243360,2025-02-04T09:05:11+0000,2025-02-04T09:05:11+0000,"When using cluster-type=openshift for the Camel JBang Kubernetes plugin export the resulting Kubernetes manifest is missing some information that causes apps to fail on OpenShift.
We suppose that this is due to a slightly different behavior of the Quarkus Kubernetes extension compared to the Quarkus OpenShift extension when it comes to reading and merging the generated Kubernetes manifest pieces.
This is presumably the root cause for several issues with the Camel JBang Kubernetes plugin when targeting OpenShift as a cluster.
Let's make sure that the Camel JBang Kubernetes plugin generates the proper Kubernetes manifest so that it works with the OpenShift Quarkus extension just like it does with the Kubernetes Quarkus extension.",No comments found
21364,Task,Unassigned,Rhuan Rocha,None,None,2024-10-18T02:55:26+0000,1729220126,2024-10-18T05:57:38+0000,2024-10-18T05:57:38+0000,I'm trying to open an issue to camel-whatsapp component but it does not appear as an option.,No comments found
21363,Bug,Unassigned,Roberto Viani Junior,None,"4.8.1,4.9.0",2024-10-18T02:50:41+0000,1729219841,2024-10-19T07:51:22+0000,2024-10-19T07:51:22+0000,"There was no registered Camel WhatsApp component in the list of components for this Jira, so I went ahead and created it in the camel-core module
According to the WhatsApp Cloud API documentation, the message_status field is expected in the successful response. However, the MessageResponse object fails to deserialize this field because it is not currently mapped in the Message class. This results in an UnrecognizedPropertyException. The Message class needs to be updated to include this field to ensure proper deserialization. This error occurs while sending a template message
Error description:",No comments found
21362,Bug,Thomas Diesler,Thomas Diesler,4.8.0,"4.8.1,4.9.0",2024-10-17T14:44:16+0000,1729176256,2024-10-19T07:47:58+0000,2024-10-19T07:47:58+0000,The k8s plugin uses the camel integration label instead of the standard `app.kubernetes.io/name`,No comments found
21361,Bug,Thomas Diesler,Thomas Diesler,4.8.0,"4.8.2,4.9.0",2024-10-17T13:35:05+0000,1729172105,2024-11-26T14:14:10+0000,2024-10-23T08:46:27+0000,"This happens with the latest io.fabric8:kubernetes-client-6.13.4
https://mvnrepository.com/artifact/io.fabric8/kubernetes-client/6.13.4",No comments found
21360,Sub-task,Andrea Cosentino,Andrea Cosentino,None,4.9.0,2024-10-17T11:05:10+0000,1729163110,2024-10-17T13:25:08+0000,2024-10-17T13:25:08+0000,No description available,No comments found
21359,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2024-10-17T10:25:43+0000,1729160743,2025-01-23T10:40:47+0000,2025-01-23T10:40:47+0000,We support this in camel-main/jbang and CEQ. But this could be missing in CSB,No comments found
21358,Improvement,Christoph Deppisch,Christoph Deppisch,None,4.9.0,2024-10-17T07:52:14+0000,1729151534,2024-10-24T07:14:43+0000,2024-10-24T07:14:43+0000,"Knative brokers may use TLS encrypted transport options as described in https://knative.dev/docs/eventing/features/transport-encryption/#overview
This means that event producers need to use proper SSL authentication to connect to Https Knative broker endpoints with cluster-internal CA certificates.
 
Users need configuration options to enable SSL options on the Knative Http client that connects with the Knative broker endpoint.
 
System property and environment variable based configuration, something like",No comments found
21357,Improvement,James Netherton,James Netherton,None,"4.8.1,4.9.0",2024-10-16T15:46:05+0000,1729093565,2024-10-16T18:37:12+0000,2024-10-16T18:37:12+0000,"Relates to this Camel Quarkus issue:
https://github.com/apache/camel-quarkus/issues/6651
In CQ, there's already an existing scope where most JQ functions are already resolved at build time. So it'd be better for Camel to reuse it and then augment with its own custom functions.",No comments found
21356,Task,Unassigned,Aurélien Pupier,4.8.0,4.x,2024-10-16T14:49:48+0000,1729090188,2024-10-23T05:58:43+0000,,"currently the doclint is deactivated, which means that there are some wrong or badly displayed Javadoc in several places.
To be able to reativate it (here https://github.com/apache/camel/blob/0c63d15314d90e03da251214c7f9e12bf0f938dd/pom.xml#L714 and in some other places), we need to fix these Javadoc issues",No comments found
21355,Bug,Otavio Rodolfo Piske,Bruno Meseguer,4.8.0,"4.8.2,4.9.0",2024-10-16T08:24:54+0000,1729067094,2024-11-04T12:02:55+0000,2024-11-04T12:02:55+0000,"The Tools component is designed to provide functions to the LLM. However the LLM may decide not to invoke any of the given tools.
In that scenario, the LLM replies directly instead of requesting the execution of a tool/function. The Camel Tools components seems unable to handle such use case and throws an exception.",No comments found
21354,Bug,Unassigned,John Yin,4.4.3,4.8.0,2024-10-15T19:09:29+0000,1729019369,2024-11-29T17:33:44+0000,2024-11-29T17:33:44+0000,Any custom setting of camel.main.shutdown-timeout is ignored when running 4.4.3.  The default 45s is used.  But it works correctly in 4.8.0.,No comments found
21353,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-15T15:58:17+0000,1729007897,2024-10-19T09:23:06+0000,2024-10-19T09:22:56+0000,"We should have some kind of API for end users to plugin custom code, and also have out of the box easy configurations to set some condition before Camel continue booting. This should happen very early.
For example to wait for a ENV variable to exist or match a value. Or to wait for a file to exist, etc.
And there should be a timeout value and fail if not meet.
This should be configurable something easily in camel.main.xxx,  maybe such as
camel.main.boot-condition.environment-variable=FOO_BAR
camel.main.boot-condition-timeout=10000",No comments found
21352,Improvement,Jono Morris,Claus Ibsen,None,4.10.0,2024-10-15T15:35:51+0000,1729006551,2025-01-06T12:17:20+0000,2025-01-06T12:17:20+0000,Maybe we could let camel-smb extend camel-file (like camel-ftp / camel-jsch) and then have a lot more file related features out of the box.,No comments found
21351,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-15T14:46:08+0000,1729003568,2024-10-16T07:08:55+0000,2024-10-16T07:08:55+0000,We need a header filter strategy that does not filter anything that can be used for trouble shooting or testing where you do not want Camel to drop some specific headers.,No comments found
21350,Task,Marco Carletti,Claus Ibsen,None,4.10.0,2024-10-15T11:22:29+0000,1728991349,2024-12-02T06:52:39+0000,2024-12-02T06:52:39+0000,"We have old versions in this pom.xml (see properties)
https://github.com/apache/camel-spring-boot-examples/blob/main/pom.xml",No comments found
21349,Improvement,Thomas Diesler,Thomas Diesler,None,"4.8.1,4.9.0",2024-10-15T11:12:18+0000,1728990738,2024-10-16T10:11:49+0000,2024-10-16T10:11:49+0000,"Currently, we only support ...
This should work for OpenShift as well. Perhaps like this ...",No comments found
21348,Improvement,Marco Carletti,Marco Carletti,None,4.9.0,2024-10-15T10:15:47+0000,1728987347,2024-10-15T12:43:13+0000,2024-10-15T12:43:13+0000,Add an example to explain how to monitor a Camel on Spring Boot application with Jolokia and Hawtio,No comments found
21347,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-15T05:59:12+0000,1728971952,2024-10-15T11:19:24+0000,2024-10-15T11:19:24+0000,"See the S3HeadBucketIT
We can add an option you can send with headBucket operation to return a true or false value, then you can use that more easily in routing. As you can store the result in a variable.",No comments found
21346,Test,Unassigned,Aurélien Pupier,4.9.0,4.10.0,2024-10-14T12:55:07+0000,1728910507,2025-01-08T14:46:22+0000,2025-01-08T14:46:22+0000,since build 460,No comments found
21345,Bug,Thomas Diesler,Thomas Diesler,4.8.0,"4.8.1,4.9.0",2024-10-14T10:43:04+0000,1728902584,2024-10-14T13:43:50+0000,2024-10-14T13:43:50+0000,`jbang camel k8s ... --cluster-type openshift` generates duplicate `deployment` sections in manifest,No comments found
21344,Dependency upgrade,Adriano Machado,Adriano Machado,"4.4.0,4.8.0","4.4.4,4.8.1,4.9.0",2024-10-13T13:21:43+0000,1728825703,2024-10-14T05:40:32+0000,2024-10-14T05:40:32+0000,"This is a follow-up of CAMEL-21202, by updating the OpenTelemetry dependencies and replacing the classes added on the original issue with classes from the OpenTelemetry SDK.",No comments found
21343,Task,Nicolas Filotto,Antoine DESSAIGNE,4.7.0,"4.8.1,4.9.0",2024-10-11T13:11:20+0000,1728652280,2024-10-11T16:44:53+0000,2024-10-11T16:44:53+0000,"Hello,
Since this commit related to CAMEL-20934, it's no longer possible to recreate camel-vm because the prepareExchange method no longer returns an Exchange.
Previously it was possible to write code like this one:
Would it be possible to add back the ability to return the Exchange in the prepareExchange method?
Thank you",No comments found
21342,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-11T11:50:21+0000,1728647421,2024-10-11T14:13:26+0000,2024-10-11T14:13:26+0000,To avoid this dependency we can make the openapi generator optional and dynamic when its really in use. This reduces dependency tree.,No comments found
21341,Bug,Unassigned,carsten madsen,4.8.0,None,2024-10-11T09:26:26+0000,1728638786,2024-10-16T10:29:00+0000,2024-10-16T09:19:30+0000,"The following will make spring boot 3.3.4/camel 4.8.0 report this cycle
camel
↑ ↓
org.apache.camel.impl.health.DefaultHealthCheckRegistry
Content of XmlConfigCircular.xml:
Is this a bug or a faulty configuration issue?
Using spring.main.allow-circular-references=true does allow my application to run.
Looks like CAMEL-17220",No comments found
21340,Bug,Claus Ibsen,Olivier Jacquemart,4.8.0,"4.8.1,4.9.0",2024-10-11T07:37:37+0000,1728632257,2024-10-15T15:48:51+0000,2024-10-14T07:56:13+0000,"If a Camel 4.8.0 using Spring Boot is deployed in a standalone Tomcat with JNDI enabled an exception is thrown at startup:
According to Spring boot #35091, one solution is to add a spring.properties file in the src/main/resoures folder with the content:
Is there any other workaround solution?
The problem seems to come from the ObjectMapper field from the JsonValidatorComponentAutoConfiguration configuration.
Here is a repo to reproduce the problem: camel-reproducer, if it can help.",No comments found
21339,Bug,Claus Ibsen,Olivier Jacquemart,4.8.0,"4.8.1,4.9.0",2024-10-11T07:11:53+0000,1728630713,2024-10-14T07:08:53+0000,2024-10-12T08:14:38+0000,"If you enable the client request validation at a global level, and have a GET rest endpoint, there is no need for a body validation.
The problem is if the client sends the Content-type aplication/json. The Content-Type is not needed tbut I got the issue because a client sends this header all the time and I can't change it.
I faced the issue while upgrading an application from 3.20.6 to 4.8.0. I
Here are curl examples:
In the problematic case, the DefaultRestClientRequestValidator will try to deserialize the json against an empty string and will fail because it's not a valid json.",No comments found
21338,Task,Claus Ibsen,Claus Ibsen,4.9.0,4.9.0,2024-10-10T15:45:18+0000,1728575118,2024-11-28T09:54:36+0000,2024-11-28T08:52:09+0000,"We see this when running jbang locally, where it says 2.3 sec to load Java DSL, that should be faster as its local JAR",No comments found
21337,Bug,Claus Ibsen,Tomas Veskrna,4.8.0,"4.8.1,4.9.0",2024-10-10T09:27:10+0000,1728552430,2024-10-10T13:25:35+0000,2024-10-10T13:25:35+0000,"Camel CLI use default group-id.
Steps to reproduce:
Have jbang and camel cli installed. Then
Similar issue is reported here: https://issues.apache.org/jira/browse/CAMEL-20816. Export on other hand works fine (it uses group-id as expected)",No comments found
21336,Improvement,Christoph Deppisch,Christoph Deppisch,4.8.0,"4.8.1,4.9.0",2024-10-10T09:17:36+0000,1728551856,2024-10-11T14:12:24+0000,2024-10-11T14:12:24+0000,"Kamelets may be configured via environment variables following the property component syntax like CAMEL_KAMELET_AWS_S3_SOURCE_BUCKET_NAME_OR_ARN=myArn
Apparently the Kamelet property validation for required parameters raises exceptions when initializing the Kamelet. This is because the config properties configured via environment variables are not considered in the validation process.
The raised exception looks like this:
As a workaround users need to set an empty Kamelet property value e.g.g via application.properties to pass the Kamelet validation and then overwrite the value with the environment variable.",No comments found
21335,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-09T19:32:11+0000,1728502331,2024-10-10T16:02:16+0000,2024-10-10T16:02:16+0000,We should a summary when stopping routes. We should add this for starting routes as well.,No comments found
21334,Task,Andrea Cosentino,Anushka Juli,None,4.9.0,2024-10-09T09:01:32+0000,1728464492,2024-10-17T06:35:34+0000,2024-10-17T06:35:34+0000,,No comments found
21333,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-09T08:25:16+0000,1728462316,2024-10-09T12:44:01+0000,2024-10-09T10:40:51+0000,Today users need to use * to remove everything. We should make it default.,No comments found
21332,Test,Unassigned,Aurélien Pupier,4.9.0,4.9.0,2024-10-08T12:40:51+0000,1728391251,2024-10-09T09:31:05+0000,2024-10-09T09:31:05+0000,"they failed 7 times in a row (but we already no more hae the changeset on the CI)
they all have a connection refused like:",No comments found
21331,Improvement,Gaelle Fournier,Gaelle Fournier,4.x,4.9.0,2024-10-08T08:27:46+0000,1728376066,2024-10-21T05:18:08+0000,2024-10-21T05:18:08+0000,"The --trait-profile command parameter is used to select some default values for the kubernetes manifest.
It contains some issues:
It needs to be removed as a command parameter and the code using it adapted (especially knative code).",No comments found
21330,New Feature,Andrea Cosentino,Lukas Lowinger,None,4.9.0,2024-10-08T08:12:12+0000,1728375132,2024-10-23T10:45:00+0000,2024-10-23T10:26:30+0000,"To make Localstack work we need to set correct endpointOverride which is done in the common aws client used in Camel. The problem is PropertiesFunction doesn't provide such option.
Just for reference, here is code which sets it in Camel Quarkus project.",No comments found
21329,Bug,Claus Ibsen,Claus Ibsen,"4.4.3,4.8.0","4.4.4,4.8.1,4.9.0",2024-10-08T07:31:48+0000,1728372708,2024-10-08T08:57:45+0000,2024-10-08T08:57:45+0000,"We should backport this commit to LTS branches
https://github.com/apache/camel/commit/469f4229e2ba2920d14af5304b64965bc5a9ee20",No comments found
21328,Bug,Claus Ibsen,RAVI,4.8.0,"4.8.1,4.9.0",2024-10-07T17:39:58+0000,1728322798,2024-10-08T14:06:16+0000,2024-10-08T13:55:55+0000,"Hi Team,
I currently don't have a workaround for this issue and would appreciate your insights.
In my AS2 receiver application, which uses the Camel-AS2 dependency, we receive messages with micalg=sha-256 from the sender. However verification at sender is failing though the latest 4.8.0 Camel-AS2 code is referring all possible algorithms which were not in previous versions, as shown in the attached files.
Is there a need to add another entry in constants file with sha-256 ( - in between)
String SHA_256_AS2_ALGORITHM_NAME = ""sha-256"";",No comments found
21327,Improvement,Unassigned,RAVI,4.5.0,4.x,2024-10-07T14:57:02+0000,1728313022,2025-01-09T09:19:53+0000,,"Hi Team,
We are working on a POC using the Camel-AS2 project (version 4.5.0) to establish communication with OpenText/Boomi, as both tools utilize the AS2 protocol. Our goal is to eventually extend this setup for communication with trading partners.
In our scenario, we have an application acting as a Camel-AS2 receiver that listens for incoming messages and uses Camel-AS2 for decryption, verification, and MDN handling. On the other side, Boomi/OpenText acts as the AS2 sender.
When our Camel-AS2 receiver processes incoming messages, it successfully decrypts them but encounters a failure during verification with the error: ""message-digest attribute value does not match the calculated value."" After debugging the code, we observed that the ""writeTo"" method in the ApplicationEntity class utilizes the CanonicalOutputStream, which forces CRLF line endings as defined here:
 
java
Copy code
{{static
}}
While this works fine for messages terminated with CRLF from OpenText, we encounter digest calculation errors when handling LF-terminated messages. After adjusting the code to accommodate both CRLF and LF line endings, the issue was resolved, and we can now process both types of messages successfully.
However, we would prefer not to customize the Camel-AS2 code. Could you provide insights or suggest an alternative approach? We’ve noticed that the same line-ending standardization exists in the latest version within the CanonicalOutputStream class.
Thank you for your help.",No comments found
21326,Improvement,Thomas Diesler,Claus Ibsen,None,4.9.0,2024-10-07T13:14:44+0000,1728306884,2024-10-23T09:18:43+0000,2024-10-23T09:18:43+0000,"When you run with kubernetes then the run command may take some time to export, build and run and whatelse happens. On a slow box it may take 2 mins to build and deploy and image due to downloading everything scratch from the internet.
We should have a --verbose flag that details more what happens.
And then use that to see if any of that information should also be shown by default without --verbose",No comments found
21325,Improvement,Thomas Diesler,Claus Ibsen,None,4.10.0,2024-10-07T13:10:07+0000,1728306607,2024-12-04T12:14:35+0000,2024-12-04T12:14:35+0000,"camel kubernetes run, stores temp data in .camel-jbang-run/NNNNNNN folder where NNNNN is some random numbers.
We should cleanup old folders when they are not in use anymore",No comments found
21324,New Feature,Andrea Cosentino,Andrea Cosentino,None,4.9.0,2024-10-07T09:35:12+0000,1728293712,2024-10-07T13:24:35+0000,2024-10-07T13:24:35+0000,"This is true for both the approach, the cloud trail one and the eventbridge one.",No comments found
21323,New Feature,Andrea Cosentino,Andrea Cosentino,None,4.9.0,2024-10-07T09:31:35+0000,1728293495,2024-10-07T11:54:25+0000,2024-10-07T11:54:25+0000,No description available,No comments found
21322,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-10-06T08:12:21+0000,1728202341,2024-10-06T16:38:01+0000,2024-10-06T16:38:01+0000,It would be good to have a specific event for routes being restarted by supervised route controller which happens on startup and a route cannot start.,No comments found
21321,Improvement,Claus Ibsen,Claus Ibsen,None,"4.8.1,4.9.0",2024-10-05T08:14:41+0000,1728116081,2024-10-05T08:17:10+0000,2024-10-05T08:17:10+0000,So you can use underscore in the long names such as:,No comments found
21320,Improvement,Claus Ibsen,Claus Ibsen,None,"4.8.1,4.9.0",2024-10-04T16:30:56+0000,1728059456,2024-10-05T08:15:12+0000,2024-10-05T06:12:16+0000,"ENV variables should be able to configure camel.server and some other configurations on bootstrap. It may be a bit chicken and egg where some are initialized early vs having ENV able to override configuration.
This ticket is to check out the situation",No comments found
21319,Bug,Unassigned,Simon Alexander,4.4.1,None,2024-10-04T15:44:59+0000,1728056699,2024-10-08T08:20:38+0000,2024-10-07T17:46:56+0000,"Say I have two routes in a RouteBuilder:
(in practice you would populate your message body - and read from an MQ Queue or whatever)
When I start the application up, if either route can't connect to its producer, then the application will shut down - fine.
SupervisingRouteController (See Docs) is intended to overcome this limitation - ""This controller is able to retry starting failing routes"".
So I then configure my application.yaml to use this:
However, if the first SMS-C is not running, the application won't start! It just shuts down after an attempt to start the route.
Some digging showed me that the ""warmup"" that the camel context does starts the processors (i.e. calling startup in SmppProducer.java to open the connection to the SMS-C) before the SupervisingRouteController kicks in and takes over control of the route.
In my mind, this shouldn't happen. If the Producer can't connect, it should either retry until it can (or at least that should be a configurable option); or the SRC should be able to take control (by not starting the endpoint on warmup, but rather on route startup).
Additionally, and weirdly, with my example above, if the second SMS-C (on port 2776) is down, but the one on port 2775 is up, then the application behaves exactly as I would expect – the SRC takes over and retries the second route until the connection is available again. It's almost like Camel is only warming up the first route? But I'm not 100% sure on that point.
Anyway, the DefaultSupervisingRouteController code is working as intended - it only kicks in after warmup. But the camel-smpp code isn't allowing it to do its job because the warmup kills the application too soon.",No comments found
21318,Bug,Federico Mariani,Federico Mariani,4.8.0,"4.8.1,4.9.0",2024-10-04T09:46:07+0000,1728035167,2024-10-04T12:33:24+0000,2024-10-04T12:33:24+0000,"The actual implementation of camel-platform-http-starter is not working as expected, in particular, when using undertow for example, after a couple of request the following exception is thrown:
The route to reproduce this issue is the following, a really trivial one:
Analyzing the stacktrace you can notice that we are mixing Async execution via CompletableFuture and non-Async Spring Boot code, therefore a single request is executed on multiple threads not handled by the underlying server or spring boot, that causes the concurrent modification exception.",No comments found
21317,Task,Gaelle Fournier,Gaelle Fournier,"4.8.0,4.x","4.8.1,4.x",2024-10-04T07:54:40+0000,1728028480,2024-10-07T17:46:43+0000,2024-10-07T17:46:43+0000,"This is a follow up from this fix : https://github.com/apache/camel/pull/15450.
The behavior of route (the openshift resource) should be the same as ingress.
The documentation needs to be updated.",No comments found
21316,Bug,Claus Ibsen,Claus Ibsen,4.8.0,"4.8.1,4.9.0",2024-10-04T07:27:00+0000,1728026820,2024-10-04T11:40:20+0000,2024-10-04T11:40:20+0000,When using secret then export will not include camel-kubernetes. This is likely the same for other property placeholder functions / vaults,No comments found
21315,Improvement,Claus Ibsen,Shawn Fu,4.8.0,4.9.0,2024-10-03T19:54:03+0000,1727985243,2024-10-07T10:18:13+0000,2024-10-07T10:18:13+0000,"Most of the route builder configurations allow multiple ToDefinitions, e.g.:
But the Rest DSL only supports the last defined ""to"" component, any other ""to"" components are overwritten silently by Camel.
Is it possible to add a mechanism in the Rest component to let the user know only the last ""to"" will be in use? Like in the org.apache.camel.model.rest.VerbDefinition#setTo method can an Assert being added to make sure this.to is null before the assignment?",No comments found
21314,Task,Andrea Cosentino,Aurélien Pupier,4.8.0,4.x,2024-10-03T14:10:03+0000,1727964603,2024-10-31T07:59:31+0000,,"it is currently not possible. There is this test in error:
Tried with localstack/localstack:3.7.0 and localstack/localstack:3.7.2
to investigate if it is just a matter of test update or there is a real breakage with latest version of AWS",No comments found
21313,Test,Unassigned,Otavio Rodolfo Piske,4.9.0,None,2024-10-03T13:35:49+0000,1727962549,2024-10-03T13:41:41+0000,,"The tests do too much. Ideally, each test should test one thing and only one.
The actual test code should NOT:
1. Setup the environment, routes or the test itself
2. Manage the context lifecycle (unless the context lifecycle is primarily relevant to the test itself)
3. Should not isolate the test in an anonymous code block
Ideally, the test should do one thing and one thing only: assert that the condition under test pass or fail. Everything else is either setup, cleanup or management and should not be in the test method.",No comments found
21312,Dependency upgrade,Andrea Cosentino,Claus Ibsen,None,4.9.0,2024-10-03T11:47:17+0000,1727956037,2024-10-04T10:23:45+0000,2024-10-04T10:23:45+0000,No description available,No comments found
21311,Improvement,Andrea Cosentino,Mikael Koskinen,4.8.0,4.9.0,2024-10-03T08:49:59+0000,1727945399,2024-10-08T09:53:44+0000,2024-10-08T09:53:44+0000,"The current code in NatsConfiguration.java adds the nats:// -prefix automatically to the server connection string:
String prefix = ""nats://"";
This causes issues, because NATS supports other protocols like Websockets, where the prefix is ws:// or wss:// instead of nats://
Looking at the examples provided by NATS, the prefix is something that the user of the NATS should provide as it defines the protocol between the client and the server. For example: https://natsbyexample.com/examples/messaging/pub-sub/java
I was wondering if the auto-prefixing could be removed but then that would be a breaking change.
Maybe a new configuration parameter could be added for defining the prefix (the protocol) and that could default to nats:// like currently?",No comments found
21310,Dependency upgrade,Radovan Netuka,Claus Ibsen,None,4.9.0,2024-10-03T07:12:09+0000,1727939529,2024-10-22T05:23:52+0000,2024-10-22T05:23:52+0000,"There is a new feature in jackson to better support 4-byte unicode chars uses by asian languages.
We should add information about this option and make it easier to configure.",No comments found
21309,Improvement,Claus Ibsen,Claus Ibsen,None,"4.4.4,4.8.1,4.9.0",2024-10-03T05:21:29+0000,1727932889,2024-10-03T11:23:02+0000,2024-10-03T11:23:02+0000,"Due to CAMEL-21302 then camel-cxf does not work out of the box with camel-opentelemetry / opentelemtry, when using CXF async client mode.
So we should automatic run the synchronous client (like we do for transactions).",No comments found
21308,Task,Unassigned,Claus Ibsen,None,None,2024-10-03T05:12:48+0000,1727932368,2024-12-21T08:52:44+0000,2024-12-21T08:52:44+0000,"[ERROR] Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 10.02 s <<< FAILURE! – in sample.camel.MyCamelApplicationTest
[ERROR] sample.camel.MyCamelApplicationTest.shouldPushConvertedHl7toFhir – Time elapsed: 10.01 s <<< FAILURE!
java.lang.AssertionError: mock://fhir:transaction/withResources Received message count. Expected: <1> but was: <0>
at org.apache.camel.component.mock.MockEndpoint.fail(MockEndpoint.java:2015)
at org.apache.camel.component.mock.MockEndpoint.assertEquals(MockEndpoint.java:1950)
at org.apache.camel.component.mock.MockEndpoint.doAssertIsSatisfied(MockEndpoint.java:453)
at org.apache.camel.component.mock.MockEndpoint.assertIsSatisfied(MockEndpoint.java:431)
at org.apache.camel.component.mock.MockEndpoint.assertIsSatisfied(MockEndpoint.java:421)
at sample.camel.MyCamelApplicationTest.shouldPushConvertedHl7toFhir(MyCamelApplicationTest.java:46)
at java.base/java.lang.reflect.Method.invoke(Method.java:568)
at java.base/java.util.ArrayList.forEach(ArrayList.java:1511)
at java.base/java.util.ArrayList.forEach(ArrayList.java:1511)
 
[INFO]
[INFO] Results:
[INFO]
[ERROR] Failures:
[ERROR] sample.camel.MyCamelApplicationTest.shouldPushConvertedHl7toFhir
[ERROR]   Run 1: MyCamelApplicationTest.shouldPushConvertedHl7toFhir:46 mock://fhir:transaction/withResources Received message count. Expected: <1> but was: <0>
[ERROR]   Run 2: MyCamelApplicationTest.shouldPushConvertedHl7toFhir:46 mock://fhir:transaction/withResources Received message count. Expected: <1> but was: <0>
[ERROR]   Run 3: MyCamelApplicationTest.shouldPushConvertedHl7toFhir:46 mock://fhir:transaction/withResources Received message count. Expected: <1> but was: <0>",No comments found
21307,Improvement,Otavio Rodolfo Piske,Otavio Rodolfo Piske,4.8.0,"4.8.1,4.9.0",2024-10-02T17:52:06+0000,1727891526,2024-10-03T17:05:42+0000,2024-10-03T17:05:42+0000,The component should provide the file name using the Exchange.FILE_NAME header.,No comments found
21306,Bug,Claus Ibsen,Claus Ibsen,"4.4.3,4.8.0","4.4.4,4.8.1,4.9.0",2024-10-02T17:47:32+0000,1727891252,2024-10-03T04:56:45+0000,2024-10-03T04:56:45+0000,https://camel.zulipchat.com/#narrow/stream/257298-camel/topic/jsonpath.20to.20null.20value.20throws.20exception,No comments found
